,CUSTOMER_ID,GENDER,AVG_MONTHLY_TRANSACTIONS,DAILY_AVG_APP_DURATION,RESIDENTIAL,Bank_type,SUBSCRIPTION_STATUS
591,1591,M,3254,14,Rural,Pvt,1
592,1592,F,1647,8,Rural,Cooperative,0
593,1593,M,7459,6,Urban,Cooperative,0
594,1594,F,700,3,Urban,Pvt,1
595,1595,M,1210,16,Urban,Gvt,0
596,1596,F,854,7,Rural,Gvt,0
597,1597,F,9420,8,Urban,Cooperative,1
598,1598,F,1649,9,Urban,Undertaking,1
599,1599,M,1700,8,Rural,Gvt,0
600,1600,F,4579,6,Urban,Cooperative,1
601,1601,M,8596,7,Rural,Cooperative,1
602,1602,M,4968,16,Urban,Pvt,0
603,1603,M,577,16,Urban,Gvt,0
604,1604,F,700,3,Rural,Undertaking,1
605,1605,M,1290,8,Rural,Cooperative,0
606,1606,M,958,12,Urban,Cooperative,0
607,1607,F,1260,9,Rural,Cooperative,1
608,1608,M,96874,4,Rural,Pvt,1
609,1609,M,7459,20,Urban,Pvt,0
610,1610,F,850,52,Urban,Cooperative,0
611,1611,F,13340,7,Urban,Cooperative,0
612,1612,M,577,8,Urban,Undertaking,1
613,1613,M,6271,20,Urban,Gvt,1
614,1614,F,4579,16,Rural,Gvt,1
615,1615,F,7520,14,Rural,Undertaking,1
616,1616,M,6271,3,Urban,Undertaking,0
617,1617,M,8596,4,Rural,Pvt,1
618,1618,F,6271,12,Rural,Cooperative,0
619,1619,M,2500,52,Urban,Gvt,0
620,1620,M,12670,6,Rural,Undertaking,0
621,1621,F,1290,8,Urban,Pvt,0
622,1622,F,1290,9,Urban,Gvt,1
623,1623,M,3340,8,Urban,Gvt,1
624,1624,F,1700,7,Rural,Cooperative,1
625,1625,F,10401,8,Rural,Gvt,0
626,1626,F,5289,6,Urban,Gvt,1
627,1627,F,5652,9,Rural,Cooperative,1
628,1628,M,8596,6,Urban,Undertaking,1
629,1629,M,415,1,Urban,Cooperative,0
630,1630,M,3340,14,Rural,Cooperative,0
631,1631,F,7459,4,Rural,Pvt,0
632,1632,F,1647,8,Rural,Pvt,1
633,1633,M,7220,8,Urban,Gvt,0
634,1634,M,1649,9,Rural,Pvt,0
635,1635,F,700,14,Urban,Pvt,0
636,1636,F,1900,3,Rural,Pvt,0
637,1637,F,4968,15,Urban,Undertaking,1
638,1638,F,1900,7,Urban,Pvt,0
639,1639,F,4968,7,Urban,Pvt,0
640,1640,F,12670,3,Urban,Cooperative,0
641,1641,F,4579,7,Rural,Pvt,1
642,1642,M,700,15,Urban,Cooperative,1
643,1643,M,1900,9,Rural,Gvt,0
644,1644,F,22652,14,Urban,Cooperative,0
645,1645,F,9420,8,Rural,Pvt,0
646,1646,F,1750,7,Urban,Undertaking,1
647,1647,M,1400,9,Rural,Gvt,1
648,1648,F,9420,7,Urban,Cooperative,1
649,1649,M,900,16,Urban,Gvt,1
650,1650,M,24000,6,Urban,Cooperative,0
651,1651,F,1700,8,Urban,Cooperative,1
652,1652,M,7459,12,Rural,Cooperative,0
653,1653,F,1487,8,Rural,Cooperative,0
654,1654,M,6271,9,Rural,Undertaking,0
655,1655,M,958,12,Rural,Gvt,1
656,1656,M,400,14,Rural,Undertaking,0
657,1657,M,9420,1,Rural,Undertaking,0
658,1658,M,15250,15,Rural,Undertaking,0
659,1659,M,3254,18,Urban,Cooperative,0
660,1660,F,415,16,Rural,Cooperative,0
661,1661,M,22652,17,Urban,Undertaking,1
662,1662,M,1487,21,Rural,Pvt,1
663,1663,F,1647,18,Urban,Undertaking,0
664,1664,F,850,15,Urban,Undertaking,1
665,1665,F,12670,8,Rural,Undertaking,0
666,1666,M,2500,7,Urban,Gvt,1
667,1667,M,1210,21,Urban,Gvt,0
668,1668,F,7520,6,Urban,Pvt,0
669,1669,M,1700,8,Rural,Pvt,1
670,1670,M,1210,1,Rural,Undertaking,0
671,1671,F,520,6,Rural,Undertaking,0
672,1672,F,2500,8,Urban,Pvt,1
673,1673,M,7210,14,Urban,Cooperative,0
674,1674,F,2500,6,Rural,Pvt,0
675,1675,M,3340,7,Urban,Cooperative,1
676,1676,F,1647,3,Rural,Undertaking,0
677,1677,M,850,17,Urban,Undertaking,1
678,1678,M,1400,4,Urban,Gvt,1
679,1679,M,13340,21,Urban,Pvt,0
680,1680,M,4968,14,Rural,Cooperative,0
681,1681,F,9420,6,Urban,Gvt,1
682,1682,F,15250,8,Rural,Pvt,0
683,1683,F,4579,8,Urban,Pvt,1
684,1684,F,1210,7,Rural,Undertaking,1
685,1685,F,42586,1,Rural,Undertaking,1
686,1686,F,1400,14,Urban,Pvt,1
687,1687,M,96874,9,Rural,Gvt,1
688,1688,M,1900,4,Rural,Gvt,1
689,1689,F,5652,8,Urban,Gvt,0
690,1690,F,7220,16,Rural,Cooperative,1
691,1691,F,3254,16,Rural,Undertaking,1
692,1692,M,2500,6,Urban,Undertaking,1
693,1693,F,42586,6,Rural,Cooperative,0
694,1694,F,7220,7,Urban,Pvt,0
695,1695,F,12670,6,Rural,Cooperative,1
696,1696,F,4579,1,Rural,Gvt,0
697,1697,M,4990,8,Rural,Cooperative,0
698,1698,F,7520,8,Rural,Undertaking,1
699,1699,M,900,17,Rural,Undertaking,0
700,1700,F,5289,18,Rural,Undertaking,0
701,1701,M,24000,7,Rural,Pvt,0
702,1702,M,1100,14,Urban,Cooperative,1
703,1703,M,1649,21,Rural,Gvt,0
704,1704,F,5652,8,Urban,Pvt,0
705,1705,F,850,18,Urban,Undertaking,0
706,1706,M,9420,6,Urban,Undertaking,0
707,1707,F,4990,7,Urban,Undertaking,0
708,1708,F,13340,3,Rural,Cooperative,1
709,1709,F,5652,8,Rural,Cooperative,0
710,1710,F,153,21,Rural,Undertaking,0
711,1711,F,40920,52,Rural,Undertaking,0
712,1712,F,52000,7,Urban,Undertaking,1
713,1713,F,2500,18,Rural,Gvt,1
714,1714,M,5289,1,Rural,Pvt,1
715,1715,F,1400,18,Urban,Pvt,1
716,1716,M,13340,14,Urban,Cooperative,1
717,1717,M,3254,52,Urban,Gvt,0
718,1718,M,99153200,14,Urban,Undertaking,1
719,1719,F,42586,52,Rural,Cooperative,1
720,1720,F,1400,52,Urban,Undertaking,0
721,1721,F,1290,7,Urban,Gvt,1
722,1722,F,958,17,Urban,Pvt,0
723,1723,F,153,52,Rural,Undertaking,1
724,1724,M,24000,9,Rural,Undertaking,1
725,1725,M,1750,52,Rural,Pvt,1
726,1726,M,8596,15,Urban,Pvt,0
727,1727,F,400,14,Urban,Cooperative,0
728,1728,M,1750,6,Rural,Undertaking,0
729,1729,F,12670,15,Rural,Gvt,0
730,1730,F,42586,9,Urban,Cooperative,0
731,1731,M,4968,7,Rural,Gvt,1
732,1732,M,4968,14,Urban,Pvt,1
733,1733,F,22652,8,Urban,Undertaking,1
734,1734,M,1647,8,Rural,Pvt,0
735,1735,F,400,8,Urban,Pvt,0
736,1736,M,415,6,Rural,Gvt,0
737,1737,M,7459,14,Urban,Undertaking,0
738,1738,F,1750,3,Rural,Gvt,1
739,1739,M,1290,9,Urban,Undertaking,0
740,1740,F,1550,9,Rural,Gvt,1
741,1741,F,7459,16,Urban,Pvt,1
742,1742,F,22652,15,Urban,Undertaking,0
743,1743,F,7210,16,Rural,Gvt,0
744,1744,F,1550,18,Urban,Undertaking,0
745,1745,F,52000,9,Urban,Undertaking,1
746,1746,M,5652,12,Urban,Gvt,0
747,1747,F,22652,21,Urban,Gvt,1
748,1748,F,7520,1,Urban,Pvt,0
749,1749,F,700,15,Urban,Cooperative,1
750,1750,M,1647,8,Urban,Cooperative,1
751,1751,F,52000,7,Rural,Undertaking,0
752,1752,M,40920,8,Rural,Pvt,1
753,1753,M,1260,8,Rural,Undertaking,0
754,1754,F,1700,14,Rural,Cooperative,1
755,1755,F,1210,8,Rural,Pvt,0
756,1756,M,2500,6,Urban,Undertaking,0
757,1757,M,8596,8,Rural,Cooperative,1
758,1758,F,3254,8,Urban,Undertaking,0
759,1759,M,99153200,9,Urban,Gvt,0
760,1760,F,1260,4,Rural,Cooperative,0
761,1761,M,52000,16,Rural,Cooperative,1
762,1762,F,5289,20,Rural,Pvt,1
763,1763,M,4990,8,Rural,Cooperative,1
764,1764,F,1260,21,Rural,Cooperative,0
765,1765,M,52000,12,Rural,Pvt,0
766,1766,M,6647,8,Urban,Pvt,1
767,1767,M,415,6,Urban,Gvt,0
768,1768,F,8596,52,Rural,Gvt,0
769,1769,M,900,20,Urban,Pvt,0
770,1770,F,900,8,Rural,Pvt,1
771,1771,M,6271,9,Urban,Cooperative,1
772,1772,F,22652,8,Urban,Pvt,0
773,1773,F,4579,1,Urban,Undertaking,0
774,1774,M,1400,16,Rural,Cooperative,1
775,1775,M,26000,15,Rural,Cooperative,0
776,1776,F,400,15,Rural,Pvt,0
777,1777,F,40920,8,Rural,Cooperative,1
778,1778,M,958,21,Urban,Undertaking,1
779,1779,F,7459,8,Urban,Cooperative,1
780,1780,F,1260,8,Rural,Gvt,1
781,1781,F,4968,9,Urban,Cooperative,1
782,1782,M,1700,16,Rural,Cooperative,1
783,1783,M,52000,7,Urban,Undertaking,0
784,1784,M,854,21,Urban,Undertaking,1
785,1785,M,520,14,Rural,Gvt,0
786,1786,M,153,6,Urban,Undertaking,1
787,1787,M,5652,9,Urban,Gvt,0
788,1788,F,1210,7,Urban,Cooperative,1
789,1789,F,4968,9,Rural,Pvt,1
790,1790,M,6271,1,Rural,Cooperative,1
791,1791,M,40920,8,Urban,Undertaking,0
792,1792,M,52000,7,Urban,Cooperative,0
793,1793,M,1647,15,Rural,Undertaking,1
794,1794,M,3254,14,Rural,Cooperative,0
795,1795,M,2500,12,Urban,Cooperative,1
796,1796,F,4968,20,Rural,Cooperative,0
797,1797,M,24000,9,Rural,Pvt,1
798,1798,M,3340,15,Rural,Gvt,1
799,1799,M,520,7,Rural,Cooperative,0
800,1800,F,577,6,Rural,Gvt,0
801,1801,M,1750,7,Rural,Cooperative,0
802,1802,F,6647,7,Urban,Cooperative,0
803,1803,F,42586,18,Rural,Cooperative,1
804,1804,F,1550,20,Rural,Pvt,1
805,1805,F,15250,6,Rural,Pvt,1
806,1806,F,520,18,Urban,Pvt,0
807,1807,F,1400,18,Urban,Cooperative,1
808,1808,M,13340,6,Urban,Undertaking,0
809,1809,M,520,9,Urban,Undertaking,0
810,1810,M,1900,20,Rural,Cooperative,1
811,1811,M,9420,12,Urban,Pvt,1
812,1812,F,26000,6,Rural,Pvt,1
813,1813,F,52000,18,Rural,Cooperative,1
814,1814,F,1400,7,Urban,Pvt,1
815,1815,M,9420,3,Urban,Undertaking,0
816,1816,M,415,12,Rural,Gvt,0
817,1817,M,99153200,4,Rural,Pvt,1
818,1818,F,1647,52,Rural,Cooperative,1
819,1819,F,4579,14,Urban,Pvt,0
820,1820,F,854,17,Urban,Pvt,0
821,1821,M,850,9,Urban,Gvt,0
822,1822,F,1700,4,Rural,Cooperative,1
823,1823,M,1647,4,Urban,Gvt,1
824,1824,F,520,9,Rural,Cooperative,1
825,1825,M,5652,8,Urban,Cooperative,0
826,1826,M,26000,6,Urban,Pvt,1
827,1827,F,10401,15,Urban,Undertaking,0
828,1828,F,3340,17,Urban,Cooperative,0
829,1829,F,22652,9,Rural,Cooperative,1
830,1830,M,1700,6,Urban,Undertaking,1
831,1831,F,6647,4,Rural,Cooperative,1
832,1832,M,2500,8,Urban,Cooperative,0
833,1833,F,415,16,Urban,Undertaking,1
834,1834,M,3340,14,Rural,Gvt,0
835,1835,F,22652,8,Rural,Undertaking,0
836,1836,F,40920,16,Rural,Gvt,0
837,1837,M,1550,52,Urban,Gvt,1
838,1838,F,1400,7,Rural,Pvt,0
839,1839,F,7459,3,Urban,Cooperative,1
840,1840,M,415,6,Urban,Undertaking,0
841,1841,F,577,9,Rural,Undertaking,0
842,1842,F,1647,3,Urban,Pvt,1
843,1843,F,5289,4,Urban,Undertaking,1
844,1844,M,26000,8,Rural,Cooperative,0
845,1845,F,5652,9,Rural,Undertaking,1
846,1846,M,1550,9,Rural,Gvt,1
847,1847,M,958,6,Rural,Pvt,0
848,1848,M,3254,1,Rural,Gvt,0
849,1849,F,13340,20,Rural,Gvt,1
850,1850,F,4968,7,Rural,Gvt,1
851,1851,M,6271,17,Urban,Pvt,0
852,1852,M,4990,14,Urban,Pvt,1
853,1853,M,5652,14,Urban,Pvt,1
854,1854,F,1400,9,Urban,Gvt,0
855,1855,M,15250,9,Rural,Pvt,1
856,1856,M,1260,20,Rural,Pvt,0
857,1857,F,3254,6,Rural,Cooperative,0
858,1858,M,7459,14,Urban,Undertaking,0
859,1859,F,8596,6,Rural,Cooperative,1
860,1860,F,1649,17,Rural,Cooperative,0
861,1861,M,42586,52,Urban,Undertaking,0
862,1862,M,4579,17,Urban,Cooperative,0
863,1863,M,1900,9,Rural,Pvt,1
864,1864,F,4990,15,Urban,Undertaking,1
865,1865,F,700,4,Urban,Cooperative,1
866,1866,F,5652,52,Urban,Gvt,1
867,1867,F,958,20,Rural,Pvt,1
868,1868,F,10401,8,Urban,Gvt,1
869,1869,F,7220,6,Urban,Cooperative,1
870,1870,F,99153200,14,Urban,Pvt,0
871,1871,F,12670,20,Urban,Gvt,1
872,1872,M,400,16,Rural,Cooperative,0
873,1873,F,3340,17,Rural,Gvt,0
874,1874,F,22652,7,Urban,Undertaking,0
875,1875,M,3340,14,Rural,Undertaking,1
876,1876,M,700,17,Rural,Cooperative,1
877,1877,M,700,7,Urban,Pvt,1
878,1878,M,7459,18,Urban,Undertaking,1
879,1879,F,1290,3,Urban,Gvt,1
880,1880,M,6271,12,Rural,Gvt,0
881,1881,F,4990,8,Rural,Gvt,1
882,1882,F,153,3,Urban,Pvt,0
883,1883,F,4990,16,Urban,Gvt,1
884,1884,F,5289,14,Rural,Cooperative,1
885,1885,M,7210,15,Urban,Cooperative,0
886,1886,F,96874,7,Rural,Pvt,0
887,1887,M,1400,8,Rural,Undertaking,1
888,1888,M,3340,8,Rural,Gvt,1
889,1889,M,12670,6,Rural,Cooperative,0
890,1890,M,6647,14,Rural,Undertaking,0
891,1891,M,1260,21,Urban,Cooperative,0
892,1892,F,1260,9,Rural,Gvt,0
893,1893,M,9420,17,Urban,Gvt,0
894,1894,M,12670,15,Rural,Gvt,0
895,1895,M,415,1,Urban,Gvt,0
896,1896,F,958,7,Urban,Undertaking,1
897,1897,F,9420,3,Rural,Cooperative,1
898,1898,M,1260,15,Rural,Gvt,1
899,1899,F,400,3,Rural,Pvt,0
900,1900,M,22652,15,Urban,Gvt,1
901,1901,M,3340,1,Rural,Cooperative,0
902,1902,M,26000,4,Rural,Undertaking,1
903,1903,F,1550,7,Urban,Gvt,1
904,1904,M,958,4,Urban,Undertaking,1
905,1905,F,40920,7,Urban,Gvt,0
906,1906,M,99153200,14,Rural,Gvt,0
907,1907,F,700,6,Rural,Cooperative,1
908,1908,F,700,14,Rural,Gvt,0
909,1909,F,4579,21,Rural,Undertaking,0
910,1910,M,2500,9,Urban,Gvt,1
911,1911,F,850,15,Urban,Cooperative,0
912,1912,F,6271,15,Rural,Gvt,1
913,1913,F,3340,16,Urban,Cooperative,1
914,1914,F,1290,52,Urban,Pvt,1
915,1915,M,1487,3,Rural,Undertaking,0
916,1916,F,1700,1,Rural,Pvt,0
917,1917,F,3254,1,Urban,Pvt,0
918,1918,F,1260,9,Urban,Cooperative,0
919,1919,M,4968,12,Urban,Cooperative,1
920,1920,M,6271,3,Rural,Undertaking,0
921,1921,M,1487,4,Urban,Undertaking,0
922,1922,F,153,15,Urban,Cooperative,1
923,1923,M,4968,16,Rural,Undertaking,1
924,1924,F,42586,9,Rural,Cooperative,0
925,1925,F,7520,20,Urban,Pvt,0
926,1926,F,15250,16,Urban,Cooperative,0
927,1927,M,40920,16,Urban,Pvt,0
928,1928,M,2500,8,Rural,Undertaking,0
929,1929,M,5289,14,Rural,Undertaking,0
930,1930,F,10401,16,Urban,Pvt,1
931,1931,M,8596,1,Urban,Gvt,0
932,1932,F,9420,1,Rural,Gvt,0
933,1933,M,1400,1,Urban,Cooperative,0
934,1934,M,400,6,Rural,Gvt,1
935,1935,F,10401,16,Urban,Gvt,1
936,1936,F,5652,7,Urban,Pvt,0
937,1937,F,22652,21,Rural,Undertaking,0
938,1938,M,1260,3,Rural,Gvt,0
939,1939,M,4968,9,Urban,Pvt,0
940,1940,M,15250,12,Urban,Undertaking,1
941,1941,M,1700,18,Urban,Gvt,1
942,1942,F,577,6,Rural,Pvt,1
943,1943,M,42586,16,Urban,Cooperative,1
944,1944,F,1210,9,Rural,Pvt,1
945,1945,M,1210,3,Rural,Gvt,1
946,1946,M,1400,8,Rural,Pvt,1
947,1947,M,42586,15,Urban,Undertaking,0
948,1948,M,400,9,Rural,Undertaking,0
949,1949,F,15250,7,Rural,Gvt,0
950,1950,F,8596,12,Rural,Undertaking,1
951,1951,M,3254,21,Urban,Undertaking,1
952,1952,M,26000,3,Urban,Undertaking,0
953,1953,M,850,14,Urban,Pvt,1
954,1954,M,3340,15,Rural,Gvt,1
955,1955,M,1647,52,Urban,Gvt,1
956,1956,F,400,1,Urban,Gvt,1
957,1957,F,52000,16,Urban,Undertaking,1
958,1958,M,13340,12,Urban,Pvt,1
959,1959,M,1100,9,Urban,Undertaking,0
960,1960,M,415,21,Urban,Undertaking,0
961,1961,M,900,9,Urban,Cooperative,1
962,1962,M,1550,8,Urban,Pvt,0
963,1963,F,9420,18,Rural,Gvt,0
964,1964,M,3254,14,Urban,Undertaking,0
965,1965,F,2500,8,Urban,Undertaking,0
966,1966,M,1210,8,Urban,Pvt,1
967,1967,M,7520,9,Urban,Cooperative,0
968,1968,M,10401,9,Urban,Gvt,0
969,1969,F,1100,3,Rural,Cooperative,1
970,1970,F,40920,15,Urban,Undertaking,0
971,1971,F,3340,12,Rural,Pvt,1
972,1972,M,415,52,Rural,Gvt,1
973,1973,F,7220,1,Rural,Gvt,0
974,1974,F,7459,3,Urban,Gvt,0
975,1975,M,1550,1,Rural,Pvt,1
976,1976,F,10401,14,Urban,Pvt,0
977,1977,F,1700,14,Rural,Undertaking,0
978,1978,M,153,8,Urban,Pvt,1
979,1979,F,7220,17,Urban,Cooperative,1
980,1980,F,52000,52,Rural,Cooperative,1
981,1981,F,1649,14,Urban,Cooperative,0
982,1982,M,2500,8,Urban,Cooperative,0
983,1983,F,6647,3,Urban,Undertaking,0
984,1984,F,5289,7,Rural,Pvt,0
985,1985,M,1647,16,Urban,Pvt,0
986,1986,M,4968,12,Rural,Pvt,1
987,1987,F,1647,8,Rural,Gvt,1
988,1988,F,7459,14,Urban,Pvt,0
989,1989,M,24000,7,Rural,Cooperative,1
990,1990,F,1100,14,Rural,Gvt,0
991,1991,F,52000,14,Rural,Undertaking,1
992,1992,F,24000,9,Urban,Cooperative,1
993,1993,F,96874,15,Rural,Undertaking,1
994,1994,F,1647,6,Urban,Undertaking,1
995,1995,M,5289,21,Rural,Gvt,1
996,1996,M,1260,6,Urban,Gvt,0
997,1997,F,24000,52,Rural,Gvt,1
998,1998,M,1100,52,Rural,Cooperative,1
999,1999,F,3254,7,Urban,Cooperative,0
1000,2000,M,6271,3,Urban,Pvt,1
1001,2001,F,1700,8,Urban,Undertaking,0
1002,2002,F,958,14,Urban,Gvt,1
1003,2003,M,10401,4,Rural,Cooperative,1
1004,2004,F,1260,21,Urban,Pvt,0
1005,2005,M,13340,6,Rural,Pvt,0
1006,2006,M,22652,9,Rural,Pvt,1
1007,2007,M,1290,12,Urban,Pvt,1
1008,2008,M,1210,15,Rural,Pvt,1
1009,2009,F,400,7,Urban,Undertaking,0
1010,2010,M,153,1,Rural,Pvt,1
1011,2011,M,7520,7,Urban,Pvt,1
1012,2012,M,9420,8,Urban,Undertaking,1
1013,2013,M,10401,14,Rural,Pvt,1
1014,2014,F,854,12,Rural,Undertaking,1
1015,2015,F,5289,17,Urban,Undertaking,1
1016,2016,M,1487,8,Rural,Undertaking,1
1017,2017,M,854,4,Urban,Pvt,1
1018,2018,M,2500,8,Urban,Gvt,0
1019,2019,F,6271,52,Urban,Cooperative,0
1020,2020,F,40920,7,Rural,Gvt,0
1021,2021,F,4579,14,Urban,Pvt,0
1022,2022,F,400,21,Rural,Gvt,1
1023,2023,M,9420,8,Rural,Cooperative,0
1024,2024,F,5289,4,Urban,Gvt,0
1025,2025,F,9420,3,Rural,Pvt,1
1026,2026,M,4968,18,Urban,Gvt,0
1027,2027,M,1400,6,Urban,Undertaking,1
1028,2028,F,99153200,14,Rural,Cooperative,0
1029,2029,M,1900,52,Urban,Gvt,0
1030,2030,M,1700,8,Urban,Cooperative,0
1031,2031,M,15250,14,Rural,Pvt,1
1032,2032,F,4579,7,Rural,Cooperative,0
1033,2033,M,4968,1,Urban,Pvt,1
1034,2034,F,15250,8,Urban,Pvt,1
1035,2035,F,958,12,Urban,Undertaking,0
1036,2036,M,22652,6,Urban,Gvt,0
1037,2037,M,52000,8,Rural,Gvt,1
1038,2038,M,1647,17,Urban,Gvt,1
1039,2039,M,1487,6,Urban,Undertaking,0
1040,2040,M,8596,16,Rural,Undertaking,0
1041,2041,M,153,6,Urban,Gvt,0
1042,2042,M,5289,15,Urban,Gvt,0
1043,2043,F,6271,7,Rural,Gvt,0
1044,2044,M,850,14,Rural,Undertaking,1
1045,2045,M,3254,4,Rural,Pvt,1
1046,2046,M,6647,17,Urban,Undertaking,1
1047,2047,M,854,14,Rural,Pvt,1
1048,2048,F,153,1,Urban,Gvt,0
1049,2049,F,1647,7,Urban,Gvt,0
1050,2050,M,5289,12,Urban,Gvt,1
1051,2051,F,99153200,17,Rural,Pvt,1
1052,2052,M,9420,14,Rural,Cooperative,1
1053,2053,M,7220,21,Rural,Cooperative,0
1054,2054,F,7220,4,Urban,Pvt,1
1055,2055,F,4579,7,Rural,Undertaking,1
1056,2056,F,7459,6,Urban,Gvt,1
1057,2057,F,5652,14,Urban,Undertaking,1
1058,2058,F,1700,1,Rural,Gvt,0
1059,2059,F,2500,52,Urban,Cooperative,0
1060,2060,M,6647,52,Urban,Cooperative,1
1061,2061,M,8596,6,Urban,Cooperative,1
1062,2062,M,7459,14,Urban,Cooperative,0
1063,2063,F,1210,52,Urban,Cooperative,0
1064,2064,F,5652,4,Rural,Cooperative,0
1065,2065,F,22652,6,Urban,Pvt,0
1066,2066,M,1100,20,Urban,Pvt,1
1067,2067,F,1750,4,Rural,Pvt,0
1068,2068,M,3254,52,Urban,Pvt,0
1069,2069,M,1647,18,Rural,Cooperative,1
1070,2070,M,6647,18,Urban,Undertaking,0
1071,2071,F,5652,18,Urban,Gvt,1
1072,2072,M,24000,21,Rural,Pvt,1
1073,2073,M,2500,9,Rural,Cooperative,0
1074,2074,F,4968,15,Urban,Cooperative,0
1075,2075,M,6271,9,Urban,Gvt,1
1076,2076,F,96874,1,Urban,Pvt,1
1077,2077,F,4990,17,Rural,Pvt,0
1078,2078,F,7520,14,Rural,Pvt,1
1079,2079,M,415,8,Rural,Pvt,1
1080,2080,M,1647,12,Rural,Undertaking,0
1081,2081,M,700,12,Urban,Undertaking,0
1082,2082,F,26000,21,Rural,Undertaking,0
1083,2083,M,5289,7,Rural,Cooperative,0
1084,2084,F,1260,21,Urban,Pvt,1
1085,2085,F,1260,20,Rural,Pvt,1
1086,2086,M,4968,4,Urban,Gvt,1
1087,2087,F,7220,18,Urban,Cooperative,1
1088,2088,M,4968,7,Urban,Cooperative,0
1089,2089,F,10401,4,Rural,Gvt,1
1090,2090,F,13340,9,Urban,Gvt,0
1091,2091,M,1100,7,Rural,Pvt,0
1092,2092,F,1260,18,Urban,Gvt,0
1093,2093,F,1400,9,Urban,Gvt,1
1094,2094,M,1550,52,Urban,Gvt,1
1095,2095,M,1260,16,Rural,Cooperative,0
1096,2096,M,1260,21,Rural,Undertaking,1
1097,2097,M,1750,21,Urban,Cooperative,0
1098,2098,F,12670,12,Rural,Gvt,0
1099,2099,M,13340,18,Rural,Pvt,1
1100,2100,F,1647,21,Urban,Pvt,1
1101,2101,M,42586,3,Rural,Undertaking,1
1102,2102,F,2500,1,Urban,Undertaking,0
1103,2103,M,850,15,Rural,Cooperative,0
1104,2104,F,4968,12,Urban,Cooperative,0
1105,2105,M,42586,4,Urban,Cooperative,1
1106,2106,M,7210,52,Urban,Undertaking,0
1107,2107,F,5289,17,Rural,Cooperative,0
1108,2108,M,3340,16,Rural,Cooperative,1
1109,2109,F,22652,4,Urban,Gvt,1
1110,2110,M,1550,3,Rural,Undertaking,1
1111,2111,F,1400,17,Rural,Undertaking,0
1112,2112,M,1900,16,Rural,Cooperative,0
1113,2113,F,9420,17,Urban,Pvt,1
1114,2114,F,5289,18,Rural,Undertaking,0
1115,2115,M,3254,8,Rural,Pvt,0
1116,2116,F,900,16,Urban,Undertaking,0
1117,2117,F,7220,6,Rural,Undertaking,0
1118,2118,F,3254,7,Urban,Cooperative,0
1119,2119,M,99153200,1,Urban,Undertaking,0
1120,2120,M,52000,21,Urban,Gvt,1
1121,2121,M,4990,8,Urban,Gvt,1
1122,2122,M,8596,14,Rural,Cooperative,0
1123,2123,F,1290,15,Rural,Gvt,0
1124,2124,M,6271,18,Urban,Pvt,1
1125,2125,M,13340,7,Rural,Undertaking,1
1126,2126,M,700,16,Urban,Undertaking,0
1127,2127,F,12670,52,Rural,Gvt,1
1128,2128,M,6647,14,Rural,Gvt,1
1129,2129,M,900,3,Rural,Gvt,0
1130,2130,M,6271,52,Rural,Cooperative,0
1131,2131,M,4990,17,Urban,Cooperative,1
1132,2132,M,8596,8,Urban,Cooperative,0
1133,2133,M,99153200,9,Urban,Cooperative,0
1134,2134,M,96874,1,Urban,Gvt,1
1135,2135,M,1750,7,Urban,Undertaking,0
1136,2136,M,1647,8,Rural,Cooperative,0
1137,2137,M,99153200,7,Rural,Cooperative,1
1138,2138,M,9420,8,Rural,Cooperative,0
1139,2139,M,5289,9,Rural,Gvt,1
1140,2140,M,13340,9,Rural,Undertaking,0
1141,2141,M,153,4,Urban,Cooperative,0
1142,2142,M,4990,6,Urban,Gvt,1
1143,2143,F,5652,9,Rural,Pvt,1
1144,2144,F,577,17,Rural,Gvt,1
1145,2145,F,6647,8,Rural,Pvt,1
1146,2146,F,6647,6,Urban,Cooperative,0
1147,2147,M,40920,3,Urban,Cooperative,1
1148,2148,M,1290,9,Rural,Gvt,0
1149,2149,M,5289,7,Rural,Gvt,0
1150,2150,F,6647,20,Urban,Pvt,0
1151,2151,F,4579,21,Urban,Undertaking,1
1152,2152,M,415,14,Urban,Gvt,0
1153,2153,M,850,20,Urban,Cooperative,1
1154,2154,M,5289,21,Urban,Undertaking,1
1155,2155,F,1550,20,Rural,Undertaking,0
1156,2156,F,520,17,Rural,Pvt,0
1157,2157,F,520,8,Rural,Cooperative,0
1158,2158,M,1400,52,Urban,Pvt,0
1159,2159,M,1647,12,Urban,Pvt,1
1160,2160,M,10401,15,Rural,Cooperative,1
1161,2161,F,854,8,Rural,Cooperative,1
1162,2162,M,26000,3,Rural,Pvt,0
1163,2163,F,4968,7,Urban,Undertaking,0
1164,2164,F,4579,14,Rural,Undertaking,1
1165,2165,M,520,20,Urban,Undertaking,0
1166,2166,F,1900,8,Urban,Undertaking,0
1167,2167,M,415,1,Rural,Pvt,1
1168,2168,M,7459,16,Urban,Undertaking,1
1169,2169,M,4968,7,Urban,Undertaking,0
1170,2170,F,1400,6,Urban,Cooperative,1
1171,2171,F,1210,8,Urban,Pvt,1
1172,2172,F,7520,52,Rural,Cooperative,1
1173,2173,M,415,14,Rural,Pvt,1
1174,2174,F,4968,9,Rural,Cooperative,0
1175,2175,M,3254,9,Urban,Pvt,0
1176,2176,M,520,9,Rural,Undertaking,0
1177,2177,F,5289,14,Rural,Gvt,1
